"Accepted Symbol","Synonym Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents"
"ASAU4","ASFOW","Astragalus forwoodii var. wallowensis","","Astragalus","","forwoodii","","","","var.","","wallowensis","","","","","S. Watson","(Rydb.) M. Peck","","",""
"ASAU4","ASGLM","Astragalus glabriusculus var. major","","Astragalus","","glabriusculus","","","","var.","","major","","","","","(Hook.) A. Gray","A. Gray","","",""
"ASAU4","ASLI7","Astragalus linearis","","Astragalus","","linearis","","","","","","","","","","","(Rydb.) A.E. Porsild","","","",""
"ASAU4","ASRI4","Astragalus richardsonii","","Astragalus","","richardsonii","","","","","","","","","","","Sheldon","","","",""
"ASAU4","ASSC12","Astragalus scrupulicola","","Astragalus","","scrupulicola","","","","","","","","","","","Fernald & Weath.","","","",""
"ASAU4","ATAB","Atelophragma aboriginorum","","Atelophragma","","aboriginorum","","","","","","","","","","","(Richardson) Rydb.","","","",""
"ASBO","","Astragalus bodinii","","Astragalus","","bodinii","","","","","","","","","","","Sheldon","","","",""
"ASBO","ASBOY","Astragalus bodinii var. yukonis","","Astragalus","","bodinii","","","","var.","","yukonis","","","","","Sheldon","(M.E. Jones) B. Boivin","","",""
"ASBO","ASST11","Astragalus stragulus","","Astragalus","","stragulus","","","","","","","","","","","Fernald","","","",""
"ASBO","ASYU2","Astragalus yukonis","","Astragalus","","yukonis","","","","","","","","","","","M.E. Jones","","","",""
"ASBO","PHBO5","Phaca bodinii","","Phaca","","bodinii","","","","","","","","","","","(Sheldon) Rydb. ex Small","","","",""
"ASCI4","","Astragalus cicer","","Astragalus","","cicer","","","","","","","","","","","L.","","","",""
"ASEU2","","Astragalus eucosmus","","Astragalus","","eucosmus","","","","","","","","","","","B.L. Rob.","","","",""
"ASEU2","ASEUS","Astragalus eucosmus ssp. sealei","","Astragalus","","eucosmus","ssp.","","sealei","","","","","","","","B.L. Rob.","(Lepage) Hultén","","",""
"ASEU2","ASEUF","Astragalus eucosmus var. facinorum","","Astragalus","","eucosmus","","","","var.","","facinorum","","","","","B.L. Rob.","Fernald","","",""
"ASEU2","ASPA33","Astragalus parviflorus","","Astragalus","","parviflorus","","","","","","","","","","","(Pursh) MacMill.","","","",""
"ASEU2","ASSE13","Astragalus sealei","","Astragalus","","sealei","","","","","","","","","","","Lepage","","","",""
"ASEU2","ATEL2","Atelophragma elegans","","Atelophragma","","elegans","","","","","","","","","","","(Hook.) Rydb.","","","",""
"ASEU2","MIPA20","Microphacos parviflorus","","Microphacos","","parviflorus","","","","","","","","","","","(Pursh) Rydb.","","","",""
"ASLA27","","Astragalus laxmannii","","Astragalus","","laxmannii","","","","","","","","","","","Jacq.","","","",""
"ASLAR","","Astragalus laxmannii var. robustior","","Astragalus","","laxmannii","","","","var.","","robustior","","","","","Jacq.","(Hook.) Barneby & S.L. Welsh","","",""
"ASLAR","ASAD11","Astragalus adsurgens","","Astragalus","","adsurgens","","","","","","","","","","","Pall.","","","",""
"ASLAR","ASADR2","Astragalus adsurgens ssp. robustior","","Astragalus","","adsurgens","ssp.","","robustior","","","","","","","","Pall.","(Hook.) S.L. Welsh","","",""
"ASLAR","ASADR","Astragalus adsurgens var. robustior","","Astragalus","","adsurgens","","","","var.","","robustior","","","","","Pall.","Hook.","","",""
"ASLAR","ASST82","Astragalus striatus","","Astragalus","","striatus","","","","","","","","","","","Nutt.","","","",""
"ASLAR","ASSU11","Astragalus sulphurescens","","Astragalus","","sulphurescens","","","","","","","","","","","Rydb.","","","",""
"ASLAT3","","Astragalus laxmannii var. tananaicus","","Astragalus","","laxmannii","","","","var.","","tananaicus","","","","","Jacq.","(Hultén) Barneby & S.L. Welsh","","",""
"ASLAT3","ASADV","Astragalus adsurgens ssp. viciifolius","","Astragalus","","adsurgens","ssp.","","viciifolius","","","","","","","","Pall.","(Hultén) S.L. Welsh","","",""
"ASLAT3","ASADT","Astragalus adsurgens var. tananaicus","","Astragalus","","adsurgens","","","","var.","","tananaicus","","","","","Pall.","(Hultén) Barneby","","",""
"ASNU6","","Astragalus nutzotinensis","","Astragalus","","nutzotinensis","","","","","","","","","","","Rouss.","","","",""
"ASPO","","Astragalus polaris","","Astragalus","","polaris","","","","","","","","","","","Benth.","","","",""
"ASPO","ASAM8","Astragalus amblyodon","","Astragalus","","amblyodon","","","","","","","","","","","(Rydb.) Hultén","","","",""
"ASRO","","Astragalus robbinsii","","Astragalus","","robbinsii","","","","","","","","","","","(Oakes) A. Gray","","","",""
"ASROH","","Astragalus robbinsii var. harringtonii","","Astragalus","","robbinsii","","","","var.","","harringtonii","","","","","(Oakes) A. Gray","(Rydb.) Barneby","","",""
"ASROH","ASHA10","Astragalus harringtonii","","Astragalus","","harringtonii","","","","","","","","","","","(Rydb.) Coville & Standl. ex Hultén","","","",""
"ASROH","ASROH2","Astragalus robbinsii ssp. harringtonii","","Astragalus","","robbinsii","ssp.","","harringtonii","","","","","","","","(Oakes) A. Gray","(Rydb.) Hultén","","",""
"ASROH","ATHA2","Atelophragma harringtonii","","Atelophragma","","harringtonii","","","","","","","","","","","Rydb.","","","",""
"ASROM","","Astragalus robbinsii var. minor","","Astragalus","","robbinsii","","","","var.","","minor","","","","","(Oakes) A. Gray","(Hook.) Barneby","","",""
"ASROM","ASBL4","Astragalus blakei","","Astragalus","","blakei","","","","","","","","","","","Eggl.","","","",""
"ASROM","ASCO31","Astragalus collieri","","Astragalus","","collieri","","","","","","","","","","","(Rydb.) A.E. Porsild","","","",""
"ASROM","ASMA12","Astragalus macounii","","Astragalus","","macounii","","","","","","","","","","","Rydb.","","","",""
"ASROM","ASROB","Astragalus robbinsii var. blakei","","Astragalus","","robbinsii","","","","var.","","blakei","","","","","(Oakes) A. Gray","(Eggl.) Barneby","","",""
"ASUM2","","Astragalus umbellatus","","Astragalus","","umbellatus","","","","","","","","","","","Bunge","","","",""
"ASWI","","Astragalus williamsii","","Astragalus","","williamsii","","","","","","","","","","","Rydb.","","","",""
"ATHYR","","Athyrium","","Athyrium","","","","","","","","","","","","","","","","",""
"ATAM","","Athyrium americanum","","Athyrium","","americanum","","","","","","","","","","","(Butters) Maxon","","","",""
"ATAM","ATAL4","Athyrium alpestre","","Athyrium","","alpestre","","","","","","","","","","","(Hoppe) Milde","","","",""
"ATAM","ATALA","Athyrium alpestre ssp. americanum","","Athyrium","","alpestre","ssp.","","americanum","","","","","","","","(Hoppe) Milde","(Butters) Lellinger","","",""
"ATAM","ATALA2","Athyrium alpestre var. americanum","","Athyrium","","alpestre","","","","var.","","americanum","","","","","(Hoppe) Milde","Butters","","",""
"ATAM","ATALG","Athyrium alpestre var. gaspense","","Athyrium","","alpestre","","","","var.","","gaspense","","","","","(Hoppe) Milde","Fernald","","",""
"ATAM","ATDIA2","Athyrium distentifolium ssp. americanum","","Athyrium","","distentifolium","ssp.","","americanum","","","","","","","","Tausch ex Opiz","(Butters) Hultén","","",""
"ATAM","ATDIA3","Athyrium distentifolium var. americanum","","Athyrium","","distentifolium","","","","var.","","americanum","","","","","Tausch ex Opiz","(Butters) B. Boivin","","",""
"ATFI","","Athyrium filix-femina","","Athyrium","","filix-femina","","","","","","","","","","","(L.) Roth","","","",""
"ATFIC","","Athyrium filix-femina ssp. cyclosorum","","Athyrium","","filix-femina","ssp.","","cyclosorum","","","","","","","","(L.) Roth","(Rupr.) C. Chr.","","",""
"ATFIC","ATALC","Athyrium alpestre var. cyclosorum","","Athyrium","","alpestre","","","","var.","","cyclosorum","","","","","(Hoppe) Milde","(Rupr.) T. Moore","","",""
"ATFIC","ATANB","Athyrium angustum var. boreale","","Athyrium","","angustum","","","","var.","","boreale","","","","","(Willd.) C. Presl","Jennings","","",""
"ATFIC","ATANE","Athyrium angustum var. elatius","","Athyrium","","angustum","","","","var.","","elatius","","","","","(Willd.) C. Presl","(Link) Butters","","",""
"ATFIC","ATCY2","Athyrium cyclosorum","","Athyrium","","cyclosorum","","","","","","","","","","","Rupr.","","","",""
"ATFIC","ATFIC3","Athyrium filix-femina var. californicum","","Athyrium","","filix-femina","","","","var.","","californicum","","","","","(L.) Roth","Butters","","",""
"ATFIC","ATFIC2","Athyrium filix-femina var. cyclosorum","","Athyrium","","filix-femina","","","","var.","","cyclosorum","","","","","(L.) Roth","(Rupr.) Ledeb.","","",""
"ATFIC","ATFIS","Athyrium filix-femina var. sitchense","","Athyrium","","filix-femina","","","","var.","","sitchense","","","","","(L.) Roth","(Rupr.) Ledeb.","","",""
"ATRIP","","Atriplex","","Atriplex","","","","","","","","","","","","","","","","",""
"ATAL","","Atriplex alaskensis","","Atriplex","","alaskensis","","","","","","","","","","","S. Watson","","","",""
"ATAL","ATGMA","Atriplex gmelinii var. alaskensis","","Atriplex","","gmelinii","","","","var.","","alaskensis","","","","","C.A. Mey.","(S. Watson) S.L. Welsh","","",""
"ATAL","ATPAA","Atriplex patula var. alaskensis","","Atriplex","","patula","","","","var.","","alaskensis","","","","","L.","(S. Watson) S.L. Welsh","","",""
"ATDR","","Atriplex drymarioides","","Atriplex","","drymarioides","","","","","","","","","","","Standl.","","","",""
"ATGM","","Atriplex gmelinii","","Atriplex","","gmelinii","","","","","","","","","","","C.A. Mey.","","","",""
"ATGM","ATGMZ","Atriplex gmelinii var. zosterifolia","","Atriplex","","gmelinii","","","","var.","","zosterifolia","","","","","C.A. Mey.","(Hook.) Moq.","","",""
"ATGM","ATPAO3","Atriplex patula ssp. obtusa","","Atriplex","","patula","ssp.","","obtusa","","","","","","","","L.","(Cham.) H.M. Hall & Clem.","","",""
"ATGM","ATPAO","Atriplex patula var. obtusa","","Atriplex","","patula","","","","var.","","obtusa","","","","","L.","(Cham.) M. Peck","","",""
"ATGM","ATPAZ","Atriplex patula var. zosterifolia","","Atriplex","","patula","","","","var.","","zosterifolia","","","","","L.","(Hook.) C.L. Hitchc.","","",""
"ATHO","","Atriplex hortensis","","Atriplex","","hortensis","","","","","","","","","","","L.","","","",""
"ATHO","ATAC3","Atriplex acuminata","","Atriplex","","acuminata","","","","","","","","","","","Waldst. & Kit.","","","",""
"ATHO","ATHON","Atriplex hortensis ssp. nitens","","Atriplex","","hortensis","ssp.","","nitens","","","","","","","","L.","(Schkuhr) E. Pons","","",""
"ATHO","ATHOA","Atriplex hortensis var. atrosanguinea","","Atriplex","","hortensis","","","","var.","","atrosanguinea","","","","","L.","hort.","","",""
"ATHO","ATHOR","Atriplex hortensis var. rubra","","Atriplex","","hortensis","","","","var.","","rubra","","","","","L.","L.","","",""
"ATHO","ATNI80","Atriplex nitens","","Atriplex","","nitens","","","","","","","","","","","Schkuhr, nom. illeg.","","","",""
"ATPA4","","Atriplex patula","","Atriplex","","patula","","","","","","","","","","","L.","","","",""
"ATPA4","ATPAB","Atriplex patula var. bracteata","","Atriplex","","patula","","","","var.","","bracteata","","","","","L.","auct. non Westerlund","","",""
"ATPA4","ATPAE","Atriplex patula var. erecta","","Atriplex","","patula","","","","var.","","erecta","","","","","L.","(Huds.) Lange","","",""
"ATPA4","ATPAJ","Atriplex patula var. japonica","","Atriplex","","patula","","","","var.","","japonica","","","","","L.","Level.","","",""
"ATPA4","ATPAP3","Atriplex patula var. patula","","Atriplex","","patula","","","","var.","","patula","","","","","L.","L.","","",""
"AVENA","","Avena","","Avena","","","","","","","","","","","","","","","","",""
"AVFA","","Avena fatua","","Avena","","fatua","","","","","","","","","","","L.","","","",""
"AVFA","AVFAG","Avena fatua var. glabrata","","Avena","","fatua","","","","var.","","glabrata","","","","","L.","Peterm.","","",""
"AVFA","AVFAV","Avena fatua var. vilis","","Avena","","fatua","","","","var.","","vilis","","","","","L.","(Wallr.) Hausskn.","","",""
"AVSA","","Avena sativa","","Avena","","sativa","","","","","","","","","","","L.","","","",""
"AVSA","AVBY","Avena byzantina","","Avena","","byzantina","","","","","","","","","","","K. Koch","","","",""
"AVSA","AVFAS","Avena fatua var. sativa","","Avena","","fatua","","","","var.","","sativa","","","","","L.","(L.) Hausskn.","","",""
"AVSA","AVSAO","Avena sativa var. orientalis","","Avena","","sativa","","","","var.","","orientalis","","","","","L.","(Schreb.) Alef.","","",""
"AZOLL","","Azolla","","Azolla","","","","","","","","","","","","","","","","",""
"AZFI","","Azolla filiculoides","","Azolla","","filiculoides","","","","","","","","","","","Lam.","","","",""
"BARBA","","Barbarea","","Barbarea","","","","","","","","","","","","","","","","",""
"BAOR","","Barbarea orthoceras","","Barbarea","","orthoceras","","","","","","","","","","","Ledeb.","","","",""
"BAOR","BAAM","Barbarea americana","","Barbarea","","americana","","","","","","","","","","","Rydb.","","","",""
"BAOR","BAORD","Barbarea orthoceras var. dolichocarpa","","Barbarea","","orthoceras","","","","var.","","dolichocarpa","","","","","Ledeb.","Fernald","","",""
"BARBU2","","Barbula","","Barbula","","","","","","","","","","","","","","","","",""
"BECKM","","Beckmannia","","Beckmannia","","","","","","","","","","","","","","","","",""
"BESY","","Beckmannia syzigachne","","Beckmannia","","syzigachne","","","","","","","","","","","(Steud.) Fernald","","","",""
"BESY","BEER2","Beckmannia eruciformis","","Beckmannia","","eruciformis","","","","","","","","","","","auct. non (L.) Host","","","",""
"BESY","BEERB","Beckmannia eruciformis ssp. baicalensis","","Beckmannia","","eruciformis","ssp.","","baicalensis","","","","","","","","(L.) Host","(Kusnez.) Hultén","","",""
"BESY","BEERU","Beckmannia eruciformis var. uniflora","","Beckmannia","","eruciformis","","","","var.","","uniflora","","","","","(L.) Host","Scribn. ex A. Gray","","",""
"BESY","BESYB","Beckmannia syzigachne ssp. baicalensis","","Beckmannia","","syzigachne","ssp.","","baicalensis","","","","","","","","(Steud.) Fernald","(Kusnez.) Koyama & Kawano","","",""
"BESY","BESYU","Beckmannia syzigachne var. uniflora","","Beckmannia","","syzigachne","","","","var.","","uniflora","","","","","(Steud.) Fernald","(Scribn. ex A. Gray) B. Boivin","","",""
"BELLI","","Bellis","","Bellis","","","","","","","","","","","","","","","","",""
"BEPE2","","Bellis perennis","","Bellis","","perennis","","","","","","","","","","","L.","","","",""
"BERTE","","Berteroa","","Berteroa","","","","","","","","","","","","","","","","",""
"BEIN2","","Berteroa incana","","Berteroa","","incana","","","","","","","","","","","(L.) DC.","","","",""
"BEIN2","ALIN8","Alyssum incanum","","Alyssum","","incanum","","","","","","","","","","","L.","","","",""
"BETUL","","Betula","","Betula","","","","","","","","","","","","","","","","",""
"BEDU","","Betula ×dugleana","","Betula","×","dugleana","","","","","","","","","","","Lepage","","","","[nana × neoalaskana]"
"BEEA","","Betula ×eastwoodiae","","Betula","×","eastwoodiae","","","","","","","","","","","Sarg. (pro sp.)","","","","[nana × occidentalis]"
"BEEA","BEAR2","Betula ×arbuscula","","Betula","×","arbuscula","","","","","","","","","","","Dugle","","","",""
"BEGL","","Betula glandulosa","","Betula","","glandulosa","","","","","","","","","","","Michx.","","","",""
"BEHO","","Betula ×hornei","","Betula","×","hornei","","","","","","","","","","","Butler (pro sp.)","","","","[nana × papyrifera]"
"BEHO","BEUN","Betula ×ungavensis","","Betula","×","ungavensis","","","","","","","","","","","Lepage","","","",""
"BENA","","Betula nana","","Betula","","nana","","","","","","","","","","","L.","","","",""
"BENAE","","Betula nana ssp. exilis","","Betula","","nana","ssp.","","exilis","","","","","","","","L.","(Sukaczev) Hultén","","",""
"BENAE","BEEX","Betula exilis","","Betula","","exilis","","","","","","","","","","","Sukaczev","","","",""
"BENAE","BEGLS","Betula glandulosa var. sibirica","","Betula","","glandulosa","","","","var.","","sibirica","","","","","Michx.","(Ledeb.) C.K. Schneid.","","",""
"BENAE","BENAS","Betula nana var. sibirica","","Betula","","nana","","","","var.","","sibirica","","","","","L.","Ledeb.","","",""
"BENE4","","Betula neoalaskana","","Betula","","neoalaskana","","","","","","","","","","","Sarg.","","","",""
"BENE4","BEAL5","Betula alaskana","","Betula","","alaskana","","","","","","","","","","","Sarg.","","","",""
"BENE4","BEPAH","Betula papyrifera ssp. humilis","","Betula","","papyrifera","ssp.","","humilis","","","","","","","","Marshall","(Regel) Hultén","","",""
"BENE4","BEPAH2","Betula papyrifera var. humilis","","Betula","","papyrifera","","","","var.","","humilis","","","","","Marshall","(Regel) Fernald & Raup","","",""
